feature	CON10__92125	CON13__106090	CON13__125096	CON13__134529	CON13__23397	CON13__38366	CON13__42474	CON13__4329	CON13__49865	CON13__68260	CON13__83545	CON13__96551	CON13__97539	CON16__2712	CON16__54857	CON17__51038	CON18__42913	CON19__13253	CON19__28358	CON19__37443	CON20__1276	CON20__40587	CON20__43638	CON21__106170	CON21__111618	CON22__29078	CON23__39618	CON24__104082	CON24__35132	CON24__49185	CON25__12111	CON26__23139	CON26__2739	CON26__34383	CON26__44076	CON27__11287	CON2__56254	CON30__101066	CON30__106370	CON30__106949	CON30__115695	CON30__21220	CON30__57661	CON30__78830	CON30__78872	CON30__86319	CON30__87665	CON31__48385	CON31__53650	CON31__67138	CON32__13019	CON32__14322	CON32__19720	CON32__22342	CON32__25400	CON32__30458	CON32__35763	CON32__56105	CON32__56929	CON32__62268	CON32__67931	CON32__69345	CON32__75016	CON32__82194	CON32__84218	CON32__8800	CON34__10987	CON34__2332	CON34__3956	CON34__40685	CON34__473	CON34__8025	CON35__38542	CON35__7412	CON36__20695	CON36__86234	CON36__87622	CON37__18567	CON37__93791	CON38__16154	CON38__26147	CON41__27547	CON42__60554	CON43__13370	CON43__25730	CON43__49036	CON43__71541	CON43__88736	CON44__29119	CON44__73004	CON44__73208	CON44__73331	CON46__60239	CON46__87773	CON47__18512	CON47__55906	CON47__68241	CON47__69180	CON47__72923	CON47__75632	CON47__7973	CON4__10543	CON4__16143	CON4__55923	CON4__8492	CON4__94670	CON5__103695	CON6__19195	HF10__3047	HF10__69385	HF11__101063	HF11__113757	HF11__37751	HF11__38182	HF11__53881	HF11__7762	HF12__46308	HF13__130702	HF13__56270	HF14__72355	HF15__23649	HF15__70868	HF16__6620	HF17__64840	HF17__69944	HF18__23394	HF18__52113	HF1__43792	HF21__86021	HF22__4444	HF26__86591	HF27__110837	HF27__126317	HF27__129645	HF27__135661	HF27__43896	HF27__66055	HF27__66822	HF27__6829	HF27__73342	HF27__93109	HF27__96853	HF28__108909	HF28__18937	HF28__68916	HF29__26223	HF29__30629	HF29__36428	HF2__25841	HF30__18734	HF31__6557	HF31__71275	HF32__25045	HF32__28561	HF32__28961	HF32__38809	HF32__40475	HF32__41880	HF32__8300	HF34__111609	HF35__45179	HF36__13316	HF37__10748	HF37__19724	HF37__20036	HF37__21884	HF37__26086	HF37__32760	HF37__37838	HF37__48934	HF37__53203	HF37__8889	HF38__1166	HF38__2035	HF38__3530	HF39__74434	HF3__84953	HF3__87587	HF40__21762	HF47__17258	HF48__31437	HF5__20927	HF5__86068	HF5__87494	HF6__8951	HF7__1727	HF7__46258	HF7__53524	HF7__74558	HF9__167	HF9__35736	HF9__8746	MI10__1204	MI10__12940	MI10__13245	MI10__14267	MI10__17656	MI10__22036	MI10__40910	MI10__42279	MI10__42612	MI11__142314	MI11__71200	MI12__102609	MI12__37923	MI12__69509	MI12__94881	MI13__75706	MI14__131753	MI14__13390	MI14__143396	MI15__11953	MI18__91498	MI19__1736	MI19__21527	MI19__30717	MI19__35958	MI19__40101	MI19__40237	MI19__49351	MI19__60591	MI19__6784	MI19__68227	MI20__21221	MI23__20757	MI25__10356	MI25__15313	MI25__21430	MI25__24902	MI26__53721	MI26__61551	MI28__42321	MI29__59128	MI2__129799	MI2__95203	MI30__2851	MI31__18917	MI31__34956	MI31__52331	MI31__9495	MI32__26776	MI32__28772	MI32__65040	MI33__6501	MI33__79775	MI34__39124	MI34__47956	MI35__1404	MI35__20089	MI35__2454	MI35__29590	MI35__81629	MI35__84518	MI35__84728	MI35__88712	MI36__18817	MI36__20020	MI36__21069	MI36__44395	MI36__45559	MI36__46985	MI36__51170	MI36__6042	MI37__50209	MI37__9456	MI38__37503	MI38__49259	MI38__496	MI38__55378	MI38__60402	MI38__73232	MI3__4232	MI4__55228	MI4__58394	MI5__13031	MI5__160719	MI5__178863	MI5__200021	MI5__210119	MI6__14551	MI8__102292	MI8__75762	MI8__85262	MI9__51614	MI9__68769	MI9__7017
CON14	7	0	0	0	3	0	2	0	0	2	0	0	0	17	0	0	10	0	0	0	0	0	0	9	8	4	10	126	0	52	0	0	66	0	0	6	0	0	528	0	0	0	154	0	1	0	2	3	2	4	0	0	0	0	0	0	11	0	0	10	0	0	1	27	20	0	0	84	0	0	0	0	0	0	6	288	1407	0	0	160	20	0	0	0	0	0	2	4	119	0	0	0	0	3	0	0	0	2	7	0	0	0	0	382	287	5	1796	0	1	0	131	0	0	0	57	0	59	0	5	16	279	2	74	0	0	184	0	181	6	267	54	4	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	510	0	0	3	0	0	0	6	90	2	2	2	2	0	9	2	16	0	575	0	0	0	0	4	0	0	1	0	0	2	0	0	160	0	0	0	0	0	37	0	0	0	0	2	0	5	0	4	0	21	35	0	0	25	1	0	0	12	1622	2	0	0	0	4414	0	16	0	0	0	0	2	129	0	0	493	0	76	0	5	159	40	139	0	2	4	0	0	87	422	0	0	2	86	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	22	40	2	39	1	141	9	23	0	99	252	110	0	0	13	31
CON15	8	0	0	0	0	2	0	0	0	0	0	0	0	313	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	3	0	0	0	0	5	3	0	0	23	2433	0	0	0	0	1	1	0	0	0	0	0	0	0	0	7	0	0	0	0	14	0	0	53	0	0	1	0	12	46	0	0	497	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	36	0	56	0	0	2	9	211	15	0	0	34	0	33	0	8	1100	0	0	111	0	0	29	0	12	6	0	0	0	0	0	0	0	0	1	0	1080	425	0	0	0	10	0	0	0	3	0	0	81	4	0	0	0	108	22	0	17	0	0	0	0	0	0	2	17	20	288	0	0	0	5	0	0	0	0	0	900	0	0	0	0	0	0	1183	0	0	0	36	929	0	0	0	0	0	3	22	22	28	0	0	0	5	13	0	0	1	0	0	1	0	16	0	61	0	32	0	0	12	67	207	1068	0	0	286	2	0	1	0	2	1	0	0	29	144	249	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	119	2	1409	0	2473	65	383	0	22	0	0	501	0	0	0
CON16	3	0	0	0	0	7	15	80	1	0	3	0	0	16800	404	0	5	0	0	0	0	0	0	37	0	4	0	0	0	41	0	0	83	0	3	2	8	8	41	0	1	0	5	0	0	0	31	0	0	0	0	0	16	0	0	1	4	0	0	11	0	1	7	54	0	0	60	98	0	0	25	20	38	0	4	18	85	0	0	1	2	0	8	0	0	0	0	0	8	7	0	119	0	37	0	0	0	12	1	0	0	6	4	9	0	1	11	22	3	0	0	0	6	2	64	1	12	0	63	0	12	59	13	1	0	28	55	40	0	7	17	2	49	0	0	0	1	0	0	0	0	2	2	0	0	3	6	0	0	282	2	43	0	0	7	6	0	2	0	23	78	24	0	8	0	0	1	0	0	0	51	0	0	0	0	4	0	0	41	74	24	0	0	0	0	0	0	0	0	0	646	0	17	0	0	0	0	0	1	14	0	0	9	0	0	5	6	0	0	0	101	1	0	0	0	1	6	10	0	0	0	0	0	0	0	4	168	0	109	0	0	13	8	3408	1645	0	2	70	0	0	18	2	0	54	0	0	0	30	88	5	1	0	0	1	0	1	0	0	0	0	5	6	3	0	0	0	16	0	0	35	0	0	0	526	0	0	52	88	0	75	4	0	5	8	0	0
CON17	7	0	0	0	0	1	4	7	9	0	0	0	0	90	0	1465	0	9	0	11	0	0	0	514	0	0	1	0	0	4	0	0	491	0	106	0	2	0	0	0	0	0	10	6	0	1	0	90	0	94	0	0	0	0	0	2	0	6	4	0	0	0	0	19	0	2	0	1079	0	8	8	2	0	0	1	20	58	0	16	308	1	0	3	0	0	0	270	19	0	0	4	0	0	0	0	0	0	1	0	0	4	0	2	11	0	0	16	17	0	0	0	1	0	0	24	0	3	0	590	26	5	86	0	0	0	0	4	50	0	39	223	0	0	1	0	0	1	0	0	3	0	5	14	0	0	237	0	0	30	105	0	0	0	0	59	0	2	0	0	0	1023	27	0	5	0	0	8	4	12	0	13	0	1	0	1	0	454	0	6	8	31	0	0	39	30	0	18	10	5	1	551	0	0	0	2	0	0	6783	0	409	3	2181	0	10	0	20	59	0	1	922	51	0	0	0	0	64	12	11	0	2	0	1	0	1	0	265	32	0	15	0	0	34	0	371	14	23	0	32	97	33	5	6	0	1	0	8	0	239	24	1	5	20	0	0	6	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	5	0	746	3200	0	10	2	4	15	0	0	0	2	0	0
CON18	6	0	0	121	0	5	31	56	0	0	1	0	0	120	10	4	12177	0	0	0	0	0	2	5	101	437	7	0	0	3	0	0	12	0	1	0	10	0	2	0	0	0	2	0	0	0	1	114	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	12	0	0	10	0	0	1	4	8	23	0	8	87	65	0	2	0	0	0	2	0	7	5	0	0	0	1	0	0	4	0	1	28	1	0	0	8	5	0	0	0	2	0	13	0	0	0	9	0	1	0	10	0	2	103	2	0	0	4	84	7	0	1	363	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	43	2	9	0	0	11	1	0	0	30	0	10	109	0	2	0	0	0	1	2	0	21	0	0	0	0	0	0	0	131	853	358	0	0	0	12	0	0	0	0	0	459	1	0	0	0	0	0	2055	0	6	159	86	923	0	0	2	24	0	6	347	28	0	0	0	0	1	4	2	0	2	3	0	2	11	0	6	31	0	32	0	0	8	2	273	666	2	4	7	0	0	2	2	0	0	0	0	0	58	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	14	0	0	0	0	0	183	0	930	850	1021	654	62	1	289	1	12	43	42	0	0
CON19	17	0	0	0	0	3	14	37	1	0	19	1	0	329	2	23	4	459	1173	713	0	1	0	3	0	0	0	0	0	50	0	4	30	1	1	0	12	18	0	0	0	7	31	8	0	0	3	2	0	7	0	1	17	2	0	12	8	0	2	15	1	2	2	79	0	0	0	62	0	4	0	19	6	9	3	99	146	0	0	1	0	2	4	6	0	0	0	5	5	0	0	45	0	13	0	28	0	2	8	0	0	0	0	23	1	6	78	4	6	0	0	0	0	0	20	0	34	0	36	0	22	91	0	0	0	0	38	103	0	29	200	0	34	0	0	0	0	0	0	3	0	23	0	0	0	1	4	0	0	288	0	0	0	2	15	0	0	0	0	77	58	7	1	16	0	0	9	0	14	0	69	2	0	4	0	2	0	0	0	6	33	12	0	0	205	41	0	2	1	0	289	0	6	4	0	0	0	0	0	8	0	0	0	0	0	2	4	3	1	0	259	48	0	2	0	81	16	30	7	10	0	0	0	0	0	21	267	4	62	0	0	41	0	652	934	0	0	0	1	21	23	0	0	29	0	0	0	278	0	10	2	0	0	2	0	10	0	0	0	0	0	8	1	0	4	0	22	1	7	8	0	0	2	877	446	1253	1	287	0	24	0	0	0	1	0	0
CON20	3	0	0	0	0	4	4	29	0	6	0	6	0	0	3	0	1	1	0	2	329	588	1922	343	47	43	0	0	0	72	0	6	494	2	4	0	55	0	1	0	0	1	12	4	0	0	1	0	0	6	0	0	23	9	0	49	3	0	0	0	22	1	50	0	0	3	0	17	0	0	0	0	4	15	5	13	36	0	0	0	2	4	6	4	0	0	166	0	3	0	3	36	6	15	0	0	0	4	2	0	0	0	0	6	0	4	0	14	28	0	0	1	0	0	27	1	31	0	461	0	12	452	0	7	0	0	7	71	0	5	0	0	10	4	0	1	5	0	0	21	0	9	5	0	0	1	2	0	0	435	2	0	0	10	6	0	0	0	34	11	1062	53	2	46	0	0	30	2	65	0	23	0	2	3	0	0	0	0	4	35	0	0	0	1	0	0	0	147	4	0	2190	0	0	1	0	1	0	1927	19	286	1	2724	0	0	0	533	75	0	0	1743	97	0	0	0	3	27	1	0	0	0	0	1	0	0	2	452	131	0	98	0	0	76	0	713	6	116	0	0	0	1	15	0	0	27	0	0	2	0	0	5	4	0	0	0	0	2	0	2	0	2	1	9	0	0	4	0	6	3	11	5	0	0	4	1163	6	0	0	3	16	601	0	0	0	18	0	0
CON21	69	0	0	0	0	5	8	2	0	19	0	0	0	154	125	0	8	0	0	0	0	0	59	883	865	0	0	1	0	3	0	5	160	0	2	0	14	2	19	1	0	1	6	0	0	0	0	156	0	3	0	0	0	0	0	1	1	0	4	1	0	1	0	3	0	0	0	37	0	0	16	0	0	0	1	5	56	237	0	235	352	0	30	4	0	0	102	0	0	7	0	0	0	4	0	0	0	0	0	2	0	0	0	15	7	2	28	1	22	0	2	0	4	0	47	0	5	0	123	0	8	99	0	0	0	0	1	40	0	18	444	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	10	5	102	0	15	8	0	0	0	0	21	0	91	447	0	7	0	0	0	0	19	0	17	0	0	0	0	0	0	4	49	6	2	0	0	0	8	5	3	0	2	0	104	0	29	6	0	0	1	1300	0	80	2	1659	1950	0	0	63	101	0	8	749	76	0	0	0	0	40	19	29	0	2	2	5	2	2	0	98	35	0	35	0	0	25	0	648	344	34	17	0	0	8	4	20	48	1	4	0	1	302	0	0	4	0	0	1	0	0	2	0	8	0	0	6	2	7	7	791	0	0	0	0	4	87	0	532	0	801	55	279	0	48	14	3	0	5	0	0
CON22	13	0	0	0	0	461	455	1030	0	0	0	0	0	185	10	0	5525	0	0	0	0	0	0	1	0	64153	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	5	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	1	0	0	71	0	5	24	0	0	0	1	10	23	0	0	17	0	0	12	0	0	0	0	0	6	16	0	4	0	566	0	0	1	1	0	0	0	0	0	6	0	2	1	0	0	0	0	0	0	0	8	0	0	0	0	0	4	229	4	0	0	8	951	13	0	2	194	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	1882	1	17	0	0	135	4	0	0	0	0	5	2	0	2	0	0	0	0	0	0	6	0	0	0	0	2	0	102	18	5	35	0	0	0	11	0	0	0	1	0	98	0	1	0	0	8	0	2473	0	3	0	2056	346	0	0	0	3	0	1	1120	19	0	0	0	0	7	0	8	0	0	0	0	0	0	0	17	22	0	14	0	0	16	21	575	735	0	2	23	0	0	1	2	8	4	1	0	0	496	7	0	0	0	0	6	0	0	0	0	0	0	0	1	0	4	0	0	0	7	0	0	0	20	0	950	8527	389	21	298	0	30	0	1	908	46	3	0
CON23	14	0	0	0	0	0	2	5	0	0	0	0	0	241	3	0	3	0	0	0	0	0	179	93	0	0	580	0	0	1	0	0	224	0	1	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	2	19	3	0	0	3	0	0	8	0	1	0	1	0	20	0	0	0	0	0	0	0	14	65	0	0	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	24	0	1	14	4	0	0	0	0	0	0	31	0	0	0	184	0	4	358	0	0	0	0	3	30	0	21	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	1	0	0	0	0	1	379	2	0	5	1	0	1	0	15	0	22	0	0	0	0	0	0	0	197	28	27	0	0	0	28	0	7	0	7	0	534	2	1	0	0	0	0	0	0	77	0	3	0	152	0	8	52	0	1	3	72	0	0	0	0	61	6	0	0	0	0	0	0	0	0	6	37	0	31	0	0	8	0	3232	3453	91	0	6	3	0	3	16	0	0	0	1	0	11	0	0	18	0	0	0	0	0	0	0	0	0	0	1	4	0	0	6	0	0	0	0	0	0	0	523	0	0	0	10	0	490	0	0	0	0	0	0
CON24	6	0	0	0	0	0	2	0	0	0	0	0	0	142	6	0	0	0	0	0	0	0	1	6	0	0	0	250	196	4550	18	0	0	0	0	0	2	101	9	1	0	14	92	12	0	0	45	112	0	7	0	1	11	0	0	14	17	0	0	8	0	0	17	472	6	0	88	109	0	0	0	0	0	2	0	52	348	0	41	132	0	12	0	0	0	0	15	0	20	211	0	0	0	0	0	2	0	33	39	3	0	0	0	10	11	11	54	5	0	0	4	6	2	7	95	0	6	0	8	0	22	86	21	0	0	104	0	206	0	18	492	2	114	1	1	0	0	2	0	0	0	0	2	311	0	0	0	0	56	1	0	0	1	24	0	0	0	0	6	232	12	4	0	14	0	0	73	3	0	0	149	2	0	0	0	5	0	102	277	88	0	0	0	0	0	3	8	0	27	6	481	0	38	8	0	6	0	882	0	4	58	628	418	6	0	3	26	3	0	193	316	0	0	0	18	11	261	91	8	14	4	0	24	16	0	4	1902	0	734	0	0	42	12	168	620	0	622	0	1	2	58	29	0	186	0	0	0	239	0	11	57	225	0	18	60	0	8	0	0	0	0	4	24	1	24	50	4	0	1	62	0	48	28	776	4	1145	42	375	0	148	10	5	87	0	1	0
CON25	0	4	46	0	0	15	25	123	78	11	15	3	6	0	1	0	608	7	4	0	1	29	332	99	3	22	0	0	6	3	6562	15	539	16	10	0	48	0	0	0	1	0	0	0	0	0	14	0	11	3	0	2	0	3	0	8	28	0	7	1	2	3	6	13	0	0	48	6089	7	25	0	30	29	0	0	0	159	0	0	0	6	2	5	28	47	0	48	4	1	0	28	34	2	47	0	916	0	0	0	0	0	0	42	4	1	0	7	14	14	0	0	1	0	0	9	0	1	339	483	0	2	2	0	0	0	0	72	10	10	22	0	1	44	0	0	0	0	0	0	0	0	39	82	0	8	0	1	0	0	286	0	0	0	5	8	0	3	34	38	0	362	23	0	6	2	4	20	0	23	0	7	1	0	3	0	16	0	0	0	0	0	180	4	44	0	1581	6	39	5	0	3570	0	11	0	0	3	0	0	0	98	1	0	0	0	0	3360	130	2	0	0	18	0	0	0	0	6	0	39	0	2	0	0	0	0	0	202	23	0	28	0	0	12	0	36	0	67	0	0	4	6	1	0	0	0	0	0	0	0	0	0	0	0	1	44	0	136	1	8	0	43	18	0	0	10	7	0	0	3	0	0	0	0	0	169	1794	0	0	0	108	958	0	0	0	68	1	0
CON26	0	35	51	86	6	92	144	245	58	157	13	35	22	10	20	0	1170	22	29	50	11	122	74	327	12	352	13	3	0	51	1096	1466	6405	1620	2058	0	215	9	0	3	501	6	32	0	0	33	59	0	65	43	0	0	17	0	0	203	20	0	14	4	22	5	258	34	0	0	25	2	18	58	0	38	52	18	1	12	125	0	0	0	0	16	38	63	264	5	617	53	4	0	81	285	2	148	65	283	2	2	6	0	0	0	20	29	6	17	34	53	68	6	0	6	24	2	41	0	12	7	531	0	12	2	0	95	0	0	226	120	9	32	28	3	22	67	2	0	34	9	16	0	1	265	78	0	42	19	16	0	0	587	0	0	0	27	34	0	23	73	375	41	296	27	87	290	6	9	38	119	108	0	30	12	7	22	8	30	0	0	0	11	0	51	1	104	0	484	3	114	18	0	0	0	180	30	6	6	15	0	5	320	15	0	0	3	6	1918	28	52	0	0	205	0	0	0	6	93	27	31	1	13	14	10	7	8	0	776	157	0	243	45	61	62	0	3036	0	467	0	0	1	2	25	1	0	54	2	19	0	5	0	3	2	2	5	11	0	23	0	38	7	27	27	139	0	50	30	0	5	24	15	1	0	0	0	1455	2190	0	0	17	53	0	1	0	0	160	3	0
CON27	4	2	7	2	0	1	6	2	4	2	1	2	0	109	14	5	14	1	0	1	0	19	0	32	160	7	4	0	0	0	66	5	103	14	28	248	59	0	0	0	3	0	0	0	0	4	1	7	2	4	0	0	2	0	0	13	3	0	0	0	0	0	2	0	0	0	24	18	5	1	105	29	0	0	0	1	8	0	0	11	100	0	1	18	5	0	37	17	0	35	22	7	0	2	0	16	0	0	0	0	0	10	2	2	0	2	0	52	22	0	0	0	0	0	1	5	0	2	136	8	2	63	1	0	0	17	0	6	4	0	918	0	3	2	0	0	4	0	0	0	0	18	0	0	0	8	25	0	0	107	573	43	0	7	1	0	2	12	4	0	58	33	3	1	2	0	1	2	0	1	4	2	3	0	0	1	0	0	39	8	40	1	0	2	0	20	0	21	2	0	74	0	0	0	0	2	0	738	0	62	0	895	527	3	2	100	27	0	0	411	9	0	0	0	0	0	0	4	0	0	0	0	0	0	0	212	7	0	25	0	0	4	3	98	917	53	635	65	0	0	2	0	0	0	0	0	0	58	19	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	120	0	1052	217	2259	86	115	0	9	0	0	0	4	0	0
CON28	9	0	19	8	0	20	25	41	28	30	0	6	4	464	0	0	98	1	0	2	1	23	4	27	2	73	0	4	0	16	1097	11	61	12	9	0	26	0	0	2	6	0	18	0	0	0	133	9	20	1	0	0	0	0	0	12	6	0	2	3	0	0	73	3	0	4	311	623	6	17	0	5	8	0	1	69	275	0	0	14	3	0	9	21	22	2	104	5	8	2589	4	47	0	24	3	144	0	0	0	0	0	0	11	13	4	0	21	5	16	2	0	0	0	2	45	0	8	2	110	0	31	309	2	2	0	1	47	139	2	32	67	0	4	0	2	0	0	0	0	0	0	35	15	3	7	3	0	0	0	137	0	0	0	10	6	0	5	8	73	0	60	8	0	47	9	0	2	0	140	0	101	0	0	0	0	0	0	4	6	238	0	11	0	10	456	249	0	18	3	0	354	0	29	20	1	19	2	379	0	24	2	732	49	4	0	117	4	6	35	351	295	0	0	0	0	141	10	9	2	2	0	0	6	0	0	182	146	0	230	0	2	97	6	2679	3944	60	147	0	7	4	34	32	0	0	0	29	0	110	0	0	11	0	0	7	0	1	0	3	0	4	6	7	1	0	19	0	0	4	0	0	0	4	2	2598	204	96	0	6	14	65	0	2	0	39	4	0
CON29	11	1	14	26	0	17	55	67	33	71	2	7	9	4195	2	0	316	22	9	2	0	26	5	54	6	102	0	0	0	2	1135	25	202	14	35	0	90	0	0	0	51	0	2	0	0	4	5	38	14	10	1	0	0	2	0	9	8	0	0	0	2	0	4	4	0	0	9	37	0	12	50	17	14	0	0	1	24	0	0	88	7	0	15	23	110	2	122	77	2	39	22	150	0	25	0	107	0	0	0	0	0	0	18	0	0	0	2	26	27	8	0	0	0	0	2	0	0	4	265	0	1	177	0	7	0	7	82	7	4	0	1266	0	4	0	0	0	0	0	0	0	0	64	21	0	9	7	8	0	0	258	0	0	0	10	14	0	5	25	230	1	158	10	0	0	0	5	0	0	0	0	0	0	3	6	6	0	0	0	208	915	13	14	0	17	23	197	0	80	0	0	45	0	0	0	0	0	0	1830	2	62	1	4399	2982	2	0	213	18	0	0	1335	8	0	0	0	0	0	4	0	0	0	2	0	0	1	0	284	10	0	1	0	0	0	0	1094	530	70	101	29	0	0	0	0	0	0	0	0	0	312	23	0	4	0	0	5	0	27	2	7	4	12	6	0	2	0	0	1216	0	1	0	0	0	267	0	1026	546	1986	114	82	25	3	0	1	0	59	0	0
CON30	22	0	0	4	0	10	8	71	0	0	0	2	2	403	0	0	1	0	0	0	0	0	0	2	0	20	0	78	0	354	46	0	1	0	12	5	0	369	1250	314	1647	253	974	292	390	348	1003	34	0	20	11	0	43	2	215	70	179	0	21	773	5	150	574	1492	10	3	157	36	0	0	194	4	0	0	24	809	4837	0	13	220	5	62	14	2	0	0	0	0	381	0	1	2	0	3	0	128	0	1020	319	0	1	20	2	578	260	32	406	12	0	0	38	15	207	208	464	0	237	0	4	0	426	128	37	12	6	105	39	3856	0	158	700	1381	230	4	12	8	12	2	0	14	1	0	4	0	18	6	0	0	23	145	380	22	5	0	298	13	1	0	1	168	2	10	6	514	9	0	75	3	915	1	2327	3	0	0	2	195	0	0	30	34	78	2	0	2	18	40	1	0	32	14	316	29	17	0	12	20	0	5445	0	0	29	3048	1563	0	3	0	0	0	0	1478	6079	2	78	1	41	537	7	663	5	476	166	3	115	37	3	7	18076	0	8538	0	0	1567	111	456	850	0	139	100	1	8	711	7	1	114	44	145	8	60	96	14	2	0	0	24	2	2	0	0	0	0	0	73	0	233	199	0	0	0	0	5	42	17	76	1372	5	1443	227	1028	0	178	55	33	0	0	12	11
CON31	10	0	1	206	0	7	169	41	0	44	0	0	0	157	1	26	14	2	0	0	0	2	0	10	0	108	0	2	0	2	12	0	11	0	33	0	3	2	0	0	0	0	2	0	1	0	388	3234	440	40980	2	0	2	0	0	17	1	4	4	0	0	0	397	41	4	0	0	12	0	0	2	2	0	0	0	0	12	0	0	22	0	1	2	3	0	0	2	0	0	16	2	0	0	0	0	1	0	4	5	0	2	5	0	2	3	0	3	2388	2	0	0	3	4	4	2	0	1	0	45	0	2	185	2	0	0	25	48	13	8	0	100	3	14	0	0	1	0	1	0	0	8	1	0	0	0	0	2	0	0	295	0	20	1	2	45	0	0	0	128	4	9	2	0	102	3	0	8	0	7	1	8	0	0	1	0	3	2	1	4	3	7	0	0	0	12	0	0	2	0	0	1740	6	4	0	17	4	4	121	0	9	19	70	17	2	0	9	0	24	0	43	83	0	0	5	25	1	1	6	16	6	73	0	16	1	0	9	73	0	473	0	0	25	0	1365	1747	1	25	5	0	0	2	0	0	11	0	0	0	92	6	1	0	0	0	2	1	0	0	0	0	0	1	39	0	54	63	0	0	0	0	5	1	77	1	794	18	554	8	550	0	192	0	0	12	36	1	0
CON32	157	0	2	0	0	0	7	2	0	11	0	0	0	184	0	0	0	0	1	0	0	0	2	0	0	0	2	97	17	528	2	0	0	0	0	6	6	26	34	8	0	3	1056	44	0	0	119	331	4	0	375	773	2925	333	410	941	444	612	595	1265	335	574	733	1439	404	620	0	21	0	0	17	0	0	1	141	1073	7254	0	195	270	0	0	0	0	0	0	0	2	539	38	0	3	0	0	0	3	0	278	266	0	1	0	0	798	17	20	4828	2	0	0	16	47	11	0	781	0	396	0	1	0	1041	187	26	19	10	33	3	4875	0	3089	121	17	646	8	0	1	1	0	4	8	0	0	0	0	0	0	0	0	71	7	22	2	3	0	0	37	0	0	14	276	7	2	4	297	3	0	133	39	580	3	3987	0	0	0	0	15	0	0	1908	14	42	2	0	0	30	22	93	0	154	5	949	1	12	3	10	4	41	2071	0	2	36	2921	1139	0	0	0	2	0	12	980	8616	0	15	3	15	9367	218	969	5	285	73	15	26	15	0	1	7827	0	5804	0	0	2956	101	437	443	0	0	75	136	518	869	153	144	195	4	3	1	2177	56	64	129	40	14	58	75	0	23	0	0	0	0	62	24	48	46	0	3	0	23	44	3	27	50	471	4	613	67	334	0	60	8	50	159	0	0	12
CON33	9	4	9	8	1	40	83	78	37	84	8	6	25	120	4	4	324	11	3	5	4	22	5	37	12	123	0	0	0	13	168	6	126	6	14	2	65	0	0	0	44	1	0	0	0	2	0	19	10	9	0	0	7	0	0	0	1	0	0	0	0	0	0	2	0	1	0	394	8	17	0	20	11	2	0	8	7	21	0	43	38	0	25	30	51	4	78	15	0	436	34	103	2	27	0	24	0	3	2	0	0	0	15	0	0	6	2	27	19	8	0	0	0	0	2	0	0	4	131	0	0	216	0	0	0	0	68	0	0	1	61	0	5	0	0	0	0	0	0	0	0	58	50	39	23	6	19	0	0	266	148	0	0	3	18	1	18	28	165	0	85	39	4	3	2	0	0	0	0	0	5	0	0	2	4	0	0	0	44	439	30	25	0	28	2	40	0	40	1	0	540	0	0	0	0	0	0	5772	1	38	0	1983	1237	0	0	213	10	0	12	1303	9	0	0	3	0	0	1	3	1	0	0	0	0	0	0	212	13	1	12	0	0	6	2	1060	1138	41	2	13	0	0	4	0	0	3	0	0	0	49	2	0	2	0	0	2	0	34	0	9	5	4	18	0	0	0	0	155	2	10	0	2	0	4	0	707	506	51	508	20	47	9	0	0	0	84	0	0
